Y	X
  4.3306444e+004  2.3093400e+004
  4.2705275e+004  2.2463300e+004
  4.2507850e+004  2.2275100e+004
  4.1216430e+004  2.1794700e+004
  4.2350950e+004  2.2058500e+004
  4.6809078e+004  2.3873300e+004
  5.3794736e+004  2.6537200e+004
  5.4931609e+004  2.7489600e+004
  5.3764432e+004  2.7953500e+004
  5.3868991e+004  2.8338100e+004
  5.3941584e+004  2.8168000e+004
  5.2086776e+004  2.7273600e+004
  5.0535601e+004  2.6846900e+004
  5.1972802e+004  2.7244500e+004
  6.0490438e+004  3.0595700e+004
  6.6096505e+004  3.2434600e+004
  6.6163293e+004  3.3533900e+004
  6.4907477e+004  3.3998200e+004
  6.1990085e+004  3.2775100e+004
  6.1166319e+004  3.2526500e+004
  5.6000475e+004  2.9771600e+004
  4.8335698e+004  2.6809800e+004
  4.4388977e+004  2.4767300e+004
  4.3842987e+004  2.3775900e+004
  4.4746922e+004  2.3287900e+004
  4.5882759e+004  2.3763300e+004
  5.2903395e+004  2.6689200e+004
  6.1577433e+004  3.0231700e+004
  7.3616416e+004  3.5809900e+004
  7.5594350e+004  3.7143200e+004
  7.3727850e+004  3.8369100e+004
  7.3668848e+004  3.8744900e+004
  7.3427015e+004  3.8286000e+004
  7.0993514e+004  3.7333700e+004
  6.7048687e+004  3.5647800e+004
  6.6973101e+004  3.5675600e+004
  6.9094327e+004  3.5828100e+004
  7.1445486e+004  3.6775500e+004
  7.7310221e+004  3.9426500e+004
  7.9347458e+004  4.0193400e+004
  7.6026509e+004  3.9602200e+004
  7.2369405e+004  3.8728400e+004
  6.7620480e+004  3.6200800e+004
  6.5203920e+004  3.5222300e+004
  6.0091118e+004  3.2028800e+004
  5.2634452e+004  2.9181500e+004
  4.9618497e+004  2.7342200e+004
  4.9213405e+004  2.6250400e+004
  4.8806370e+004  2.5654200e+004
  4.9899065e+004  2.5944600e+004
  5.5800992e+004  2.8424800e+004
  6.6000416e+004  3.2513200e+004
  7.5921014e+004  3.6869800e+004
  7.4983362e+004  3.7540800e+004
  7.3328458e+004  3.8564800e+004
  7.3801529e+004  3.8755600e+004
  7.3505848e+004  3.8274700e+004
  7.0944302e+004  3.7273500e+004
  6.6551465e+004  3.5534500e+004
  6.6394249e+004  3.5485000e+004
  6.8647343e+004  3.5572300e+004
  7.0784535e+004  3.6493400e+004
  7.7378097e+004  3.9345200e+004
  7.9798115e+004  4.0289700e+004
  7.6528991e+004  3.9814000e+004
  7.2927377e+004  3.8843900e+004
  6.7170998e+004  3.6268100e+004
  6.5880059e+004  3.5454800e+004
  6.0314787e+004  3.2139800e+004
  5.3951927e+004  2.9669500e+004
  5.0237100e+004  2.7730900e+004
  4.9814437e+004  2.6611900e+004
  4.9206716e+004  2.5820900e+004
  4.9913584e+004  2.6043300e+004
  5.6223981e+004  2.8750300e+004
  6.3803656e+004  3.1479700e+004
  7.5751308e+004  3.7092800e+004
  7.7089085e+004  3.8102600e+004
  7.6238200e+004  3.9501100e+004
  7.3459333e+004  3.8896600e+004
  7.3007849e+004  3.8437600e+004
  7.0983518e+004  3.7451800e+004
  6.7705965e+004  3.5865400e+004
  6.7316217e+004  3.5828700e+004
  6.9179945e+004  3.5897100e+004
  7.0863379e+004  3.6678500e+004
  7.7090797e+004  3.9238800e+004
  7.9109676e+004  4.0008000e+004
  7.5566392e+004  3.9451200e+004
  7.2194237e+004  3.8469100e+004
  6.7304632e+004  3.6195200e+004
  6.5503736e+004  3.5134500e+004
  5.9389479e+004  3.1920800e+004
  5.3094058e+004  2.9283900e+004
  5.0210594e+004  2.7522600e+004
  4.9411824e+004  2.6360100e+004
  4.9296164e+004  2.5829400e+004
  4.9184411e+004  2.5714200e+004
  5.4260495e+004  2.7784300e+004
  6.5330563e+004  3.2369100e+004
  7.5581016e+004  3.6487900e+004
  7.5090343e+004  3.7508600e+004
  7.3227111e+004  3.8432600e+004
  7.3399550e+004  3.8610100e+004
  7.3287515e+004  3.8216100e+004
  7.0942608e+004  3.7237800e+004
  6.6670214e+004  3.5567900e+004
  6.6594945e+004  3.5510200e+004
  6.8408672e+004  3.5528900e+004
  7.0627338e+004  3.6305600e+004
  7.5984461e+004  3.8923600e+004
  7.8642440e+004  3.9785400e+004
  7.5797378e+004  3.9337600e+004
  7.1875218e+004  3.8451700e+004
  6.7639083e+004  3.6174200e+004
  6.5469021e+004  3.5201800e+004
  6.0126525e+004  3.2102300e+004
  5.3495032e+004  2.9526600e+004
  5.0320506e+004  2.7597100e+004
  4.9377735e+004  2.6447500e+004
  5.0018250e+004  2.6179400e+004
  5.1318225e+004  2.6503400e+004
  5.6224874e+004  2.8706100e+004
  6.5637296e+004  3.2563400e+004
  7.5196012e+004  3.6776700e+004
  7.5189871e+004  3.7585400e+004
  7.3739784e+004  3.8601600e+004
  7.3471150e+004  3.8575500e+004
  7.2456920e+004  3.8003100e+004
  7.0273244e+004  3.6942000e+004
  6.5148752e+004  3.5010000e+004
  6.4813641e+004  3.4636300e+004
  6.6444026e+004  3.4594900e+004
  6.8220939e+004  3.5226300e+004
  7.4317588e+004  3.7884500e+004
  7.6892518e+004  3.8798900e+004
  7.3736348e+004  3.8209600e+004
  7.0054472e+004  3.7497800e+004
  6.6672759e+004  3.5650400e+004
  6.6790174e+004  3.5519600e+004
  6.0699990e+004  3.2130800e+004
  5.2579570e+004  2.9248000e+004
  4.8493150e+004  2.7058100e+004
  4.7918915e+004  2.5775500e+004
  4.7098717e+004  2.4675100e+004
  4.5363906e+004  2.4048800e+004
  4.6250218e+004  2.4278400e+004
  4.7786045e+004  2.4612500e+004
  5.2477849e+004  2.6684700e+004
  5.8969353e+004  2.9432400e+004
  6.4574212e+004  3.2033400e+004
  6.3665305e+004  3.2397500e+004
  6.0608784e+004  3.2021100e+004
  5.9214094e+004  3.1495400e+004
  5.7112038e+004  3.0328400e+004
  5.5598149e+004  2.9378300e+004
  5.4432648e+004  2.8880200e+004
  5.6311552e+004  2.9294000e+004
  6.3171490e+004  3.2147200e+004
  6.8085308e+004  3.3902700e+004
  6.7536282e+004  3.4425000e+004
  6.5258776e+004  3.4348300e+004
  6.1854814e+004  3.2936000e+004
  6.2711743e+004  3.3140100e+004
  5.6551964e+004  3.0022300e+004
  4.8513251e+004  2.6997600e+004
  4.4025854e+004  2.4900500e+004
  4.3728744e+004  2.3516700e+004
  4.3074385e+004  2.2675400e+004
  4.2082378e+004  2.2073600e+004
  4.1879892e+004  2.2006000e+004
  4.0800255e+004  2.1396600e+004
  4.1453096e+004  2.1780300e+004
  4.6555302e+004  2.3760500e+004
  5.3537841e+004  2.6355700e+004
  5.5655763e+004  2.7781300e+004
  5.4930612e+004  2.8197500e+004
  5.4154202e+004  2.8596500e+004
  5.4639808e+004  2.8497400e+004
  5.2536409e+004  2.7588500e+004
  5.1133835e+004  2.7118200e+004
  5.2464495e+004  2.7515500e+004
  6.0522639e+004  3.0635900e+004
  6.6305038e+004  3.2652200e+004
  6.6732261e+004  3.3714700e+004
  6.5308336e+004  3.4216200e+004
  6.2262027e+004  3.2909800e+004
  6.0760909e+004  3.2492900e+004
  5.3466697e+004  2.8737200e+004
  4.7192611e+004  2.6451200e+004
  4.4801418e+004  2.4654100e+004
  4.4375477e+004  2.3652400e+004
  4.4294876e+004  2.3163800e+004
  4.4950691e+004  2.3377400e+004
  5.1910649e+004  2.6376000e+004
  6.2253363e+004  3.0395000e+004
  7.3399657e+004  3.5484700e+004
  7.3104007e+004  3.6291900e+004
  7.1950434e+004  3.7678700e+004
  7.5980677e+004  3.9462500e+004
  7.6155820e+004  3.9096900e+004
  7.2880727e+004  3.8258700e+004
  6.8336751e+004  3.6570500e+004
  6.8542335e+004  3.6546500e+004
  7.1005298e+004  3.6725700e+004
  7.3285710e+004  3.7564100e+004
  7.7413597e+004  3.9780200e+004
  7.9902872e+004  4.0650000e+004
  7.6774180e+004  3.9980100e+004
  7.3165850e+004  3.8991400e+004
  6.7929976e+004  3.6489000e+004
  6.5808370e+004  3.5509200e+004
  5.6900551e+004  3.0784700e+004
  5.0437763e+004  2.8473400e+004
  4.8561952e+004  2.6637300e+004
  4.9517703e+004  2.6015400e+004
  4.9236031e+004  2.5581200e+004
  4.9182331e+004  2.5662200e+004
  5.3921980e+004  2.7804100e+004
  6.5211619e+004  3.2127300e+004
  7.5093517e+004  3.6345800e+004
  7.5033436e+004  3.7518800e+004
  7.3503114e+004  3.8467800e+004
  7.5582821e+004  3.9473100e+004
  7.5865679e+004  3.9307400e+004
  7.3641264e+004  3.8428300e+004
  6.8759485e+004  3.6782000e+004
  6.8693502e+004  3.6647300e+004
  7.0915755e+004  3.6848800e+004
  7.3355028e+004  3.7665900e+004
  7.8413241e+004  4.0039400e+004
  8.0742316e+004  4.1030300e+004
  7.7906478e+004  4.0507700e+004
  7.3832461e+004  3.9294400e+004
  6.8005141e+004  3.6739900e+004
  6.6156710e+004  3.5715300e+004
  6.0601317e+004  3.2407400e+004
  5.3351339e+004  2.9479200e+004
  5.0218269e+004  2.7667900e+004
  4.9811243e+004  2.6659600e+004
  5.0645183e+004  2.6405400e+004
  5.1189352e+004  2.6507900e+004
  5.5512647e+004  2.8526200e+004
  6.5766198e+004  3.2593800e+004
  7.6455254e+004  3.7296400e+004
  7.7645422e+004  3.8390600e+004
  7.5564047e+004  3.9493500e+004
  7.6294505e+004  4.0056500e+004
  7.6421472e+004  3.9824400e+004
  7.4521421e+004  3.8940800e+004
  6.9602540e+004  3.7141400e+004
  6.9868797e+004  3.7223300e+004
  7.2065078e+004  3.7368700e+004
  7.4055337e+004  3.8054600e+004
  7.8862834e+004  4.0491600e+004
  8.2110908e+004  4.1614800e+004
  7.9108165e+004  4.1066200e+004
  7.5167528e+004  3.9998700e+004
  6.9518668e+004  3.7489200e+004
  6.7747927e+004  3.6488400e+004
  6.1402963e+004  3.2874400e+004
  5.2769861e+004  2.9367900e+004
  5.0993226e+004  2.8288400e+004
  5.1895845e+004  2.7243200e+004
  5.1073940e+004  2.6641800e+004
  5.1299357e+004  2.6874400e+004
  5.6719492e+004  2.9094400e+004
  6.7627000e+004  3.3327900e+004
  7.7830838e+004  3.7871900e+004
  7.7958460e+004  3.8839700e+004
  7.4004542e+004  3.8964600e+004
  7.7595761e+004  4.0834500e+004
  7.9006722e+004  4.0545200e+004
  7.6057663e+004  3.9626400e+004
  7.0435269e+004  3.7698400e+004
  6.9952020e+004  3.7633300e+004
  7.3197053e+004  3.7888200e+004
  7.5591968e+004  3.8662300e+004
  8.0436254e+004  4.1220600e+004
  8.3963653e+004  4.2560000e+004
  8.0045948e+004  4.1594000e+004
  7.5457139e+004  4.0373700e+004
  6.9722841e+004  3.7688400e+004
  6.8376874e+004  3.6790200e+004
  6.2817625e+004  3.3494200e+004
  5.5290357e+004  3.0483000e+004
  5.2588664e+004  2.8996300e+004
  5.2407401e+004  2.7794000e+004
  5.1488533e+004  2.7032000e+004
  5.1313762e+004  2.6874600e+004
  5.5934943e+004  2.8958500e+004
  6.6831092e+004  3.2954300e+004
  7.7149159e+004  3.7660400e+004
  7.9862941e+004  3.9403000e+004
  7.8617601e+004  4.0839900e+004
  7.7980548e+004  4.0778000e+004
  7.6999301e+004  4.0517600e+004
  7.5234217e+004  3.9455400e+004
  7.0210573e+004  3.7448000e+004
  6.9627933e+004  3.7205100e+004
  7.1602630e+004  3.7334400e+004
  7.3750693e+004  3.7940000e+004
  7.9119497e+004  4.0388700e+004
  8.2752004e+004  4.1955100e+004
  7.8981260e+004  4.0905600e+004
  7.4360140e+004  3.9931200e+004
  6.9634184e+004  3.7492000e+004
  6.9250661e+004  3.7020200e+004
  6.6757456e+004  3.5077400e+004
  6.0395672e+004  3.2473200e+004
  5.3869240e+004  2.9772800e+004
  5.1343023e+004  2.8176500e+004
  5.1614125e+004  2.7332100e+004
  5.0049244e+004  2.6276000e+004
  4.8960469e+004  2.5821200e+004
  5.0850912e+004  2.6552100e+004
  5.5002152e+004  2.8021800e+004
  6.2044135e+004  3.0975200e+004
  6.8765287e+004  3.4041200e+004
  7.0303319e+004  3.5485500e+004
  6.7925370e+004  3.5270000e+004
  6.5495837e+004  3.4866100e+004
  6.2776145e+004  3.3434700e+004
  6.1022490e+004  3.2404700e+004
  6.0309552e+004  3.1884100e+004
  6.1541010e+004  3.2092000e+004
  6.7126394e+004  3.4413300e+004
  7.3031229e+004  3.6464000e+004
  7.2441442e+004  3.6975200e+004
  7.0174506e+004  3.6819000e+004
  6.6488046e+004  3.5387900e+004
  6.7568448e+004  3.5817900e+004
  6.3600541e+004  3.3247200e+004
  5.3779875e+004  2.9661400e+004
  4.7538307e+004  2.7048000e+004
  4.7937080e+004  2.6078800e+004
  4.8544715e+004  2.5152900e+004
  4.6746543e+004  2.4458700e+004
  4.4532740e+004  2.3834600e+004
  4.3466908e+004  2.3007500e+004
  4.4147443e+004  2.3389800e+004
  5.0450951e+004  2.5488000e+004
  5.7309369e+004  2.8294800e+004
  5.9598555e+004  2.9645400e+004
  5.7894720e+004  3.0010800e+004
  5.7518484e+004  3.0351900e+004
  5.7854407e+004  3.0182600e+004
  5.6199435e+004  2.9372300e+004
  5.4659601e+004  2.8989000e+004
  5.5589866e+004  2.9188600e+004
  6.3235414e+004  3.2119800e+004
  7.0123662e+004  3.4687300e+004
  7.1593900e+004  3.6004400e+004
  7.0146410e+004  3.6473500e+004
  6.6138894e+004  3.5150900e+004
  6.5531085e+004  3.4863900e+004
  5.7867540e+004  3.1120600e+004
  5.0664590e+004  2.8215400e+004
  4.7538111e+004  2.6369700e+004
  4.8241148e+004  2.5672500e+004
  4.8835765e+004  2.5277500e+004
  4.9026393e+004  2.5558200e+004
  5.5940756e+004  2.8413800e+004
  6.4435882e+004  3.1761900e+004
  7.7760223e+004  3.7947600e+004
  8.0398357e+004  3.9431300e+004
  7.8681260e+004  4.0701400e+004
  7.8122774e+004  4.1110900e+004
  7.8217096e+004  4.0862500e+004
  7.6248052e+004  3.9905000e+004
  7.1430210e+004  3.8043600e+004
  7.1163919e+004  3.8001600e+004
  7.3689551e+004  3.8294600e+004
  7.6161021e+004  3.9058200e+004
  8.0678428e+004  4.1354500e+004
  8.3921885e+004  4.2703200e+004
  8.1266107e+004  4.2003400e+004
  7.6954889e+004  4.1075700e+004
  7.1314917e+004  3.8342200e+004
  6.9047094e+004  3.7241600e+004
  6.2114267e+004  3.3457700e+004
  5.4995887e+004  3.0371300e+004
  5.1954972e+004  2.8711300e+004
  5.2668833e+004  2.7935200e+004
  5.3011889e+004  2.7476800e+004
  5.2066996e+004  2.7148000e+004
  5.6597581e+004  2.9425000e+004
  6.6434104e+004  3.2927100e+004
  7.7044514e+004  3.7665500e+004
  7.9418628e+004  3.9281000e+004
  7.8932142e+004  4.0912000e+004
  7.9050872e+004  4.1167000e+004
  7.8354838e+004  4.1028800e+004
  7.6455995e+004  4.0099300e+004
  7.1691886e+004  3.8168800e+004
  7.1368737e+004  3.8099100e+004
  7.3695860e+004  3.8263400e+004
  7.5703750e+004  3.8941400e+004
  8.0360099e+004  4.1072000e+004
  8.3784759e+004  4.2734500e+004
  8.1575014e+004  4.2097700e+004
  7.7290078e+004  4.1138900e+004
  7.1430092e+004  3.8517000e+004
  6.9749340e+004  3.7509600e+004
  6.1227463e+004  3.3055000e+004
  5.4153887e+004  3.0299000e+004
  5.1334693e+004  2.8304700e+004
  5.2055166e+004  2.7534300e+004
  5.1763657e+004  2.6924800e+004
  5.1524145e+004  2.7022700e+004
  5.7146851e+004  2.9330500e+004
  6.6024105e+004  3.2682200e+004
  7.6406967e+004  3.7427900e+004
  7.8591653e+004  3.8948000e+004
  7.8157398e+004  4.0477000e+004
  7.9354204e+004  4.1404600e+004
  7.9488976e+004  4.1220000e+004
  7.6953926e+004  4.0280300e+004
  7.1759561e+004  3.8417500e+004
  7.1906212e+004  3.8385300e+004
