Y	X
  6.0035089e+004  3.5439600e+004
  5.5161481e+004  3.2437000e+004
  4.9913084e+004  2.9237200e+004
  4.6475840e+004  2.7303100e+004
  4.3850261e+004  2.6109000e+004
  4.3376239e+004  2.5353500e+004
  4.2579687e+004  2.5155600e+004
  4.6200069e+004  2.7117700e+004
  5.0758473e+004  2.9799700e+004
  5.7095542e+004  3.3762400e+004
  6.0768313e+004  3.5555800e+004
  6.2532303e+004  3.6734000e+004
  6.3070834e+004  3.7370600e+004
  6.2209489e+004  3.6539400e+004
  6.0005110e+004  3.5307500e+004
  5.7392595e+004  3.3641700e+004
  5.5339750e+004  3.2699000e+004
  5.7673238e+004  3.3801400e+004
  5.8549567e+004  3.4269200e+004
  6.0848565e+004  3.6122400e+004
  6.1167339e+004  3.5640700e+004
  5.9105400e+004  3.4978700e+004
  5.8879081e+004  3.4591300e+004
  5.7041544e+004  3.3403200e+004
  5.7987493e+004  3.4214900e+004
  5.3782204e+004  3.1632200e+004
  4.9413931e+004  2.8940100e+004
  4.5187147e+004  2.6593500e+004
  4.1865736e+004  2.4962800e+004
  4.0391838e+004  2.3592600e+004
  3.8190494e+004  2.2570500e+004
  3.8950481e+004  2.2870200e+004
  3.7162388e+004  2.1740700e+004
  3.7405209e+004  2.2176900e+004
  4.0721452e+004  2.3685000e+004
  4.4356313e+004  2.6117300e+004
  4.6186303e+004  2.7404000e+004
  4.7603762e+004  2.8018500e+004
  4.8171878e+004  2.8299700e+004
  4.7634133e+004  2.7931600e+004
  4.5244036e+004  2.6801600e+004
  4.5102835e+004  2.6380300e+004
  4.6242755e+004  2.7018400e+004
  5.0643843e+004  3.0091200e+004
  5.3812965e+004  3.1298600e+004
  5.3985771e+004  3.2079100e+004
  5.5602750e+004  3.2616900e+004
  5.4787795e+004  3.2090900e+004
  5.5318840e+004  3.2631700e+004
  5.2994971e+004  3.1120400e+004
  4.6876577e+004  2.7473200e+004
  4.2333475e+004  2.4923800e+004
  3.9335684e+004  2.3502800e+004
  3.8823864e+004  2.2759700e+004
  3.7548717e+004  2.2086100e+004
  3.6937921e+004  2.1731200e+004
  3.6679644e+004  2.1430200e+004
  3.6683917e+004  2.1784200e+004
  3.8989210e+004  2.2548700e+004
  4.2925483e+004  2.5346300e+004
  4.5510915e+004  2.6995600e+004
  4.6911352e+004  2.7628500e+004
  4.7599075e+004  2.7970400e+004
  4.7624408e+004  2.7912200e+004
  4.5610797e+004  2.7074700e+004
  4.5715543e+004  2.6726000e+004
  4.6652847e+004  2.7251400e+004
  5.1673555e+004  3.0711000e+004
  5.5562282e+004  3.2216200e+004
  5.5860145e+004  3.3284900e+004
  5.7704202e+004  3.3814000e+004
  5.5819629e+004  3.2729900e+004
  5.5005584e+004  3.2435100e+004
  4.8955122e+004  2.8699100e+004
  4.4648899e+004  2.6212100e+004
  4.1765777e+004  2.4577000e+004
  3.9318140e+004  2.3519600e+004
  3.9449098e+004  2.3192900e+004
  4.0577549e+004  2.3774800e+004
  4.5547389e+004  2.6797300e+004
  5.2489104e+004  3.0799700e+004
  5.9263851e+004  3.5037200e+004
  6.2479454e+004  3.6248200e+004
  6.3630384e+004  3.7630900e+004
  6.5615418e+004  3.8789200e+004
  6.5293562e+004  3.8441100e+004
  6.3794658e+004  3.7531000e+004
  6.1390786e+004  3.5972100e+004
  6.0720662e+004  3.6052200e+004
  6.2148445e+004  3.6344800e+004
  6.4133400e+004  3.7560400e+004
  6.8168062e+004  4.0449500e+004
  7.0373051e+004  4.0879300e+004
  6.7663693e+004  4.0272600e+004
  6.7278078e+004  3.9406400e+004
  6.2676731e+004  3.6770100e+004
  6.0815611e+004  3.5822400e+004
  5.5107058e+004  3.2250700e+004
  4.9739216e+004  2.9295200e+004
  4.6983835e+004  2.7593500e+004
  4.3907737e+004  2.6257800e+004
  4.3690399e+004  2.5785700e+004
  4.4345557e+004  2.5911000e+004
  4.7419598e+004  2.7902100e+004
  5.5380406e+004  3.2549200e+004
  6.2477699e+004  3.6900700e+004
  6.6012195e+004  3.8299100e+004
  6.5848308e+004  3.8935600e+004
  6.6570421e+004  3.9316000e+004
  6.6087163e+004  3.8902300e+004
  6.4376350e+004  3.7900700e+004
  6.1841501e+004  3.6172600e+004
  6.0821326e+004  3.6252200e+004
  6.2828650e+004  3.6657000e+004
  6.4397918e+004  3.7771400e+004
  6.8383279e+004  4.0592500e+004
  7.1093012e+004  4.1279600e+004
  6.8446391e+004  4.0767400e+004
  6.7869906e+004  3.9732200e+004
  6.3308906e+004  3.7102900e+004
  6.1397701e+004  3.6199500e+004
  5.5543130e+004  3.2418000e+004
  4.9564411e+004  2.9279500e+004
  4.6907318e+004  2.7525100e+004
  4.4278026e+004  2.6497200e+004
  4.4060396e+004  2.6047600e+004
  4.4565341e+004  2.5959800e+004
  4.7731908e+004  2.8114600e+004
  5.4973091e+004  3.2339800e+004
  6.0867354e+004  3.5928000e+004
  6.5920108e+004  3.8253900e+004
  6.6629638e+004  3.9382900e+004
  6.5657742e+004  3.8840400e+004
  6.5467186e+004  3.8466400e+004
  6.3575764e+004  3.7425000e+004
  6.1132166e+004  3.5715000e+004
  5.9848532e+004  3.5775700e+004
  6.1566670e+004  3.5918200e+004
  6.2783764e+004  3.6802600e+004
  6.6768063e+004  3.9651100e+004
  6.9821822e+004  4.0507600e+004
  6.6949009e+004  3.9954600e+004
  6.6588997e+004  3.8966900e+004
  6.2518565e+004  3.6614200e+004
  6.0632767e+004  3.5767400e+004
  5.5652889e+004  3.2434000e+004
  4.9799340e+004  2.9474300e+004
  4.6738383e+004  2.7400900e+004
  4.4423315e+004  2.6576300e+004
  4.4015267e+004  2.6040300e+004
  4.5346436e+004  2.6405000e+004
  4.8176189e+004  2.8364900e+004
  5.5076624e+004  3.2395400e+004
  6.2775659e+004  3.7055300e+004
  6.4096927e+004  3.7231000e+004
  6.4742056e+004  3.8223000e+004
  6.4283301e+004  3.8066000e+004
  6.5490720e+004  3.8421900e+004
  6.3525940e+004  3.7390200e+004
  6.1104207e+004  3.5686800e+004
  5.9535069e+004  3.5658400e+004
  6.1239136e+004  3.5746000e+004
  6.2663772e+004  3.6687400e+004
  6.6326127e+004  3.9408800e+004
  6.9641630e+004  4.0349700e+004
  6.6661771e+004  3.9829700e+004
  6.6522248e+004  3.8993300e+004
  6.2515921e+004  3.6555800e+004
  6.0619357e+004  3.5743000e+004
  5.5620504e+004  3.2437100e+004
  4.9820807e+004  2.9481900e+004
  4.7244095e+004  2.7651600e+004
  4.4652359e+004  2.6750300e+004
  4.3823607e+004  2.5921600e+004
  4.5109628e+004  2.6287100e+004
  4.8257848e+004  2.8395000e+004
  5.4340346e+004  3.1949000e+004
  6.1572506e+004  3.6362000e+004
  6.4127230e+004  3.7335000e+004
  6.5233547e+004  3.8411000e+004
  6.5278093e+004  3.8659900e+004
  6.5043256e+004  3.8129000e+004
  6.3104923e+004  3.7149800e+004
  6.0429302e+004  3.5285400e+004
  5.8506023e+004  3.5098100e+004
  6.0176239e+004  3.5146300e+004
  6.1352869e+004  3.5915800e+004
  6.4734878e+004  3.8452700e+004
  6.7822680e+004  3.9209600e+004
  6.4380865e+004  3.8525400e+004
  6.4159592e+004  3.7682200e+004
  6.1205931e+004  3.5719900e+004
  6.0143201e+004  3.5539100e+004
  5.5991957e+004  3.2568000e+004
  5.0083251e+004  2.9607300e+004
  4.7044361e+004  2.7594900e+004
  4.3423792e+004  2.6008800e+004
  4.2252703e+004  2.5016700e+004
  4.1713926e+004  2.4278200e+004
  4.1506472e+004  2.4423400e+004
  4.2775970e+004  2.5112900e+004
  4.5289299e+004  2.6834200e+004
  5.0378225e+004  2.9324200e+004
  5.3619520e+004  3.1425000e+004
  5.4530995e+004  3.2363100e+004
  5.4911258e+004  3.2216800e+004
  5.4172929e+004  3.1830400e+004
  5.2595828e+004  3.0695700e+004
  4.9464679e+004  2.9769300e+004
  5.0096001e+004  2.9247400e+004
  5.0575259e+004  2.9599500e+004
  5.4423505e+004  3.2382600e+004
  5.8649308e+004  3.3777400e+004
  5.7007930e+004  3.4195900e+004
  5.8026050e+004  3.4143400e+004
  5.6702659e+004  3.2974600e+004
  5.6557064e+004  3.3523700e+004
  5.3279212e+004  3.0893900e+004
  4.7490136e+004  2.8092500e+004
  4.3993592e+004  2.5906500e+004
  4.0214419e+004  2.4030000e+004
  3.8945624e+004  2.3093400e+004
  3.8593969e+004  2.2463300e+004
  3.7873324e+004  2.2275100e+004
  3.7141776e+004  2.1794700e+004
  3.7146882e+004  2.2058500e+004
  4.1066638e+004  2.3873300e+004
  4.5472925e+004  2.6537200e+004
  4.6228572e+004  2.7489600e+004
  4.7669910e+004  2.7953500e+004
  4.8222698e+004  2.8338100e+004
  4.8324709e+004  2.8168000e+004
  4.5174661e+004  2.7273600e+004
  4.5899836e+004  2.6846900e+004
  4.6647979e+004  2.7244500e+004
  5.1341940e+004  3.0595700e+004
  5.6456918e+004  3.2434600e+004
  5.5833285e+004  3.3533900e+004
  5.7642699e+004  3.3998200e+004
  5.6536017e+004  3.2775100e+004
  5.4779599e+004  3.2526500e+004
  5.1470612e+004  2.9771600e+004
  4.5235392e+004  2.6809800e+004
  4.1956497e+004  2.4767300e+004
  3.9822795e+004  2.3775900e+004
  3.9379255e+004  2.3287900e+004
  4.0776309e+004  2.3763300e+004
  4.5339891e+004  2.6689200e+004
  5.1522172e+004  3.0231700e+004
  6.0515870e+004  3.5809900e+004
  6.3626174e+004  3.7143200e+004
  6.5656422e+004  3.8369100e+004
  6.5351942e+004  3.8744900e+004
  6.5234908e+004  3.8286000e+004
  6.3466770e+004  3.7333700e+004
  6.1104750e+004  3.5647800e+004
  5.9507239e+004  3.5675600e+004
  6.1095218e+004  3.5828100e+004
  6.2772106e+004  3.6775500e+004
  6.6333031e+004  3.9426500e+004
  6.9647058e+004  4.0193400e+004
  6.6241364e+004  3.9602200e+004
  6.5494632e+004  3.8728400e+004
  6.2537523e+004  3.6200800e+004
  5.9303621e+004  3.5222300e+004
  5.5288430e+004  3.2028800e+004
  4.9373348e+004  2.9181500e+004
  4.6226453e+004  2.7342200e+004
  4.4076658e+004  2.6250400e+004
  4.3356643e+004  2.5654200e+004
  4.4578736e+004  2.5944600e+004
  4.8252522e+004  2.8424800e+004
  5.5476088e+004  3.2513200e+004
  6.2188349e+004  3.6869800e+004
  6.4332751e+004  3.7540800e+004
  6.6108599e+004  3.8564800e+004
  6.5185640e+004  3.8755600e+004
  6.5377111e+004  3.8274700e+004
  6.3299927e+004  3.7273500e+004
  6.0934153e+004  3.5534500e+004
  5.9202452e+004  3.5485000e+004
  6.0694027e+004  3.5572300e+004
  6.2238146e+004  3.6493400e+004
  6.6057318e+004  3.9345200e+004
  6.9902171e+004  4.0289700e+004
  6.6720581e+004  3.9814000e+004
  6.5682278e+004  3.8843900e+004
  6.2619287e+004  3.6268100e+004
  5.9706241e+004  3.5454800e+004
  5.5506677e+004  3.2139800e+004
  5.0204651e+004  2.9669500e+004
  4.6862609e+004  2.7730900e+004
  4.4633160e+004  2.6611900e+004
  4.3656756e+004  2.5820900e+004
  4.4851500e+004  2.6043300e+004
  4.8771419e+004  2.8750300e+004
  5.3669966e+004  3.1479700e+004
  6.2461288e+004  3.7092800e+004
  6.5279851e+004  3.8102600e+004
  6.7777605e+004  3.9501100e+004
  6.5325821e+004  3.8896600e+004
  6.5799710e+004  3.8437600e+004
  6.3571094e+004  3.7451800e+004
  6.1478521e+004  3.5865400e+004
  5.9863230e+004  3.5828700e+004
  6.1217692e+004  3.5897100e+004
  6.2502534e+004  3.6678500e+004
  6.5802819e+004  3.9238800e+004
  6.9488045e+004  4.0008000e+004
  6.6185615e+004  3.9451200e+004
  6.5044320e+004  3.8469100e+004
  6.2405009e+004  3.6195200e+004
  5.9267216e+004  3.5134500e+004
  5.5109361e+004  3.1920800e+004
  4.9538753e+004  2.9283900e+004
  4.6518366e+004  2.7522600e+004
  4.4145681e+004  2.6360100e+004
  4.3637428e+004  2.5829400e+004
  4.4486476e+004  2.5714200e+004
  4.6974793e+004  2.7784300e+004
  5.5237227e+004  3.2369100e+004
  6.1352637e+004  3.6487900e+004
  6.4283658e+004  3.7508600e+004
  6.6025138e+004  3.8432600e+004
  6.4647039e+004  3.8610100e+004
  6.5631635e+004  3.8216100e+004
  6.3103362e+004  3.7237800e+004
  6.0977468e+004  3.5567900e+004
  5.9495435e+004  3.5510200e+004
  6.0525060e+004  3.5528900e+004
  6.1790078e+004  3.6305600e+004
  6.5267074e+004  3.8923600e+004
  6.9001889e+004  3.9785400e+004
  6.6247601e+004  3.9337600e+004
  6.4945754e+004  3.8451700e+004
  6.2289432e+004  3.6174200e+004
  5.9443470e+004  3.5201800e+004
  5.5429893e+004  3.2102300e+004
  4.9936485e+004  2.9526600e+004
  4.6630128e+004  2.7597100e+004
  4.4164925e+004  2.6447500e+004
  4.4337729e+004  2.6179400e+004
  4.5931130e+004  2.6503400e+004
  4.8355079e+004  2.8706100e+004
  5.5640477e+004  3.2563400e+004
  6.1846412e+004  3.6776700e+004
  6.4467687e+004  3.7585400e+004
  6.6219597e+004  3.8601600e+004
  6.4533923e+004  3.8575500e+004
  6.5415068e+004  3.8003100e+004
  6.2565926e+004  3.6942000e+004
  5.9960219e+004  3.5010000e+004
  5.8168831e+004  3.4636300e+004
  5.8769772e+004  3.4594900e+004
  6.0037337e+004  3.5226300e+004
  6.3375653e+004  3.7884500e+004
  6.7379063e+004  3.8798900e+004
  6.4427498e+004  3.8209600e+004
  6.3270899e+004  3.7497800e+004
  6.1395807e+004  3.5650400e+004
  5.9952923e+004  3.5519600e+004
  5.5561121e+004  3.2130800e+004
  4.9468744e+004  2.9248000e+004
  4.5596890e+004  2.7058100e+004
  4.3033023e+004  2.5775500e+004
  4.1851305e+004  2.4675100e+004
  4.1878704e+004  2.4048800e+004
  4.0673536e+004  2.4278400e+004
  4.2087950e+004  2.4612500e+004
  4.4816899e+004  2.6684700e+004
  5.0554115e+004  2.9432400e+004
  5.5013966e+004  3.2033400e+004
  5.3978619e+004  3.2397500e+004
  5.5384526e+004  3.2021100e+004
  5.3247888e+004  3.1495400e+004
  5.1943423e+004  3.0328400e+004
  4.9269768e+004  2.9378300e+004
  4.8937255e+004  2.8880200e+004
  5.0111893e+004  2.9294000e+004
  5.3451503e+004  3.2147200e+004
  5.9202335e+004  3.3902700e+004
  5.8067706e+004  3.4425000e+004
  5.7833171e+004  3.4348300e+004
  5.6757616e+004  3.2936000e+004
  5.5900417e+004  3.3140100e+004
  5.1988207e+004  3.0022300e+004
  4.5658659e+004  2.6997600e+004
  4.1874523e+004  2.4900500e+004
  3.9203941e+004  2.3516700e+004
  3.8602527e+004  2.2675400e+004
  3.8476189e+004  2.2073600e+004
  3.6672834e+004  2.2006000e+004
  3.6716507e+004  2.1396600e+004
  3.6525298e+004  2.1780300e+004
  4.0829109e+004  2.3760500e+004
  4.5294321e+004  2.6355700e+004
  4.6170770e+004  2.7781300e+004
  4.8894229e+004  2.8197500e+004
  4.8320379e+004  2.8596500e+004
  4.8838802e+004  2.8497400e+004
  4.6236781e+004  2.7588500e+004
  4.5847563e+004  2.7118200e+004
  4.7156395e+004  2.7515500e+004
  5.0795789e+004  3.0635900e+004
  5.7237973e+004  3.2652200e+004
  5.6789160e+004  3.3714700e+004
  5.7518186e+004  3.4216200e+004
  5.6852191e+004  3.2909800e+004
  5.4735693e+004  3.2492900e+004
  4.9789151e+004  2.8737200e+004
  4.4621708e+004  2.6451200e+004
  4.1523312e+004  2.4654100e+004
  3.9454318e+004  2.3652400e+004
  3.9522491e+004  2.3163800e+004
  4.0728004e+004  2.3377400e+004
  4.3979463e+004  2.6376000e+004
  5.2111268e+004  3.0395000e+004
  5.9795879e+004  3.5484700e+004
  6.2066433e+004  3.6291900e+004
  6.4492732e+004  3.7678700e+004
  6.6102313e+004  3.9462500e+004
  6.7383678e+004  3.9096900e+004
  6.4710495e+004  3.8258700e+004
  6.2667615e+004  3.6570500e+004
  6.1409931e+004  3.6546500e+004
  6.2187411e+004  3.6725700e+004
  6.4285287e+004  3.7564100e+004
  6.6217530e+004  3.9780200e+004
  7.1014031e+004  4.0650000e+004
  6.7337176e+004  3.9980100e+004
  6.5572708e+004  3.8991400e+004
  6.3031424e+004  3.6489000e+004
  5.9866448e+004  3.5509200e+004
  5.3149264e+004  3.0784700e+004
  4.8151451e+004  2.8473400e+004
  4.4842015e+004  2.6637300e+004
  4.3589760e+004  2.6015400e+004
  4.3532471e+004  2.5581200e+004
  4.4716419e+004  2.5662200e+004
  4.6351895e+004  2.7804100e+004
  5.5103715e+004  3.2127300e+004
  6.1214711e+004  3.6345800e+004
  6.4121768e+004  3.7518800e+004
  6.5738348e+004  3.8467800e+004
  6.6228371e+004  3.9473100e+004
  6.7705163e+004  3.9307400e+004
  6.4988091e+004  3.8428300e+004
  6.3107141e+004  3.6782000e+004
  6.1520280e+004  3.6647300e+004
  6.2368015e+004  3.6848800e+004
  6.4467390e+004  3.7665900e+004
  6.6619945e+004  4.0039400e+004
  7.1706446e+004  4.1030300e+004
  6.8265559e+004  4.0507700e+004
  6.5992929e+004  3.9294400e+004
  6.3517532e+004  3.6739900e+004
  6.0201987e+004  3.5715300e+004
  5.5870466e+004  3.2407400e+004
  4.9899863e+004  2.9479200e+004
  4.6487250e+004  2.7667900e+004
  4.4770870e+004  2.6659600e+004
  4.4905410e+004  2.6405400e+004
  4.6232829e+004  2.6507900e+004
  4.7456159e+004  2.8526200e+004
  5.6004831e+004  3.2593800e+004
  6.2862650e+004  3.7296400e+004
  6.5494412e+004  3.8390600e+004
  6.7475229e+004  3.9493500e+004
  6.7304252e+004  4.0056500e+004
  6.8495059e+004  3.9824400e+004
  6.5896314e+004  3.8940800e+004
  6.3792383e+004  3.7141400e+004
  6.2478189e+004  3.7223300e+004
  6.3175147e+004  3.7368700e+004
  6.5150370e+004  3.8054600e+004
  6.7419550e+004  4.0491600e+004
  7.2691483e+004  4.1614800e+004
  6.9243900e+004  4.1066200e+004
  6.7061174e+004  3.9998700e+004
  6.4793953e+004  3.7489200e+004
  6.1574772e+004  3.6488400e+004
  5.6722119e+004  3.2874400e+004
  4.9702803e+004  2.9367900e+004
  4.7426182e+004  2.8288400e+004
  4.5831225e+004  2.7243200e+004
  4.5295945e+004  2.6641800e+004
  4.6917216e+004  2.6874400e+004
  4.8279976e+004  2.9094400e+004
  5.7321371e+004  3.3327900e+004
  6.3882378e+004  3.7871900e+004
  6.6131978e+004  3.8839700e+004
  6.6662831e+004  3.8964600e+004
  6.8690471e+004  4.0834500e+004
  6.9652450e+004  4.0545200e+004
  6.7051560e+004  3.9626400e+004
  6.4905082e+004  3.7698400e+004
  6.3114183e+004  3.7633300e+004
  6.3976957e+004  3.7888200e+004
  6.6112125e+004  3.8662300e+004
  6.8680455e+004  4.1220600e+004
  7.4354310e+004  4.2560000e+004
  7.0197712e+004  4.1594000e+004
  6.7656353e+004  4.0373700e+004
  6.5057796e+004  3.7688400e+004
  6.2082307e+004  3.6790200e+004
  5.7841965e+004  3.3494200e+004
  5.1606286e+004  3.0483000e+004
  4.8561241e+004  2.8996300e+004
  4.6808518e+004  2.7794000e+004
  4.6013593e+004  2.7032000e+004
  4.6877741e+004  2.6874600e+004
  4.8010087e+004  2.8958500e+004
  5.6770442e+004  3.2954300e+004
  6.3482906e+004  3.7660400e+004
  6.7025529e+004  3.9403000e+004
  7.0008432e+004  4.0839900e+004
  6.8570867e+004  4.0778000e+004
  6.9556666e+004  4.0517600e+004
  6.6719733e+004  3.9455400e+004
  6.4657258e+004  3.7448000e+004
  6.2273373e+004  3.7205100e+004
  6.3040967e+004  3.7334400e+004
  6.4809248e+004  3.7940000e+004
  6.7293104e+004  4.0388700e+004
  7.3409494e+004  4.1955100e+004
  6.8969066e+004  4.0905600e+004
  6.6841180e+004  3.9931200e+004
  6.4695715e+004  3.7492000e+004
  6.2490029e+004  3.7020200e+004
  6.0576894e+004  3.5077400e+004
  5.4973152e+004  3.2473200e+004
  4.9888293e+004  2.9772800e+004
  4.7454314e+004  2.8176500e+004
  4.6633818e+004  2.7332100e+004
  4.5692765e+004  2.6276000e+004
  4.2722210e+004  2.5821200e+004
  4.5971459e+004  2.6552100e+004
  4.7049848e+004  2.8021800e+004
  5.2742458e+004  3.0975200e+004
  5.8442670e+004  3.4041200e+004
  5.9546089e+004  3.5485500e+004
  6.0571701e+004  3.5270000e+004
  5.9004463e+004  3.4866100e+004
  5.7998665e+004  3.3434700e+004
  5.4097144e+004  3.2404700e+004
  5.3674581e+004  3.1884100e+004
  5.4752541e+004  3.2092000e+004
  5.7189997e+004  3.4413300e+004
  6.4099228e+004  3.6464000e+004
  6.2388570e+004  3.6975200e+004
  6.1462208e+004  3.6819000e+004
  6.1028291e+004  3.5387900e+004
  6.0474278e+004  3.5817900e+004
  5.7504233e+004  3.3247200e+004
  5.0221949e+004  2.9661400e+004
  4.5173620e+004  2.7048000e+004
  4.3949185e+004  2.6078800e+004
  4.2950801e+004  2.5152900e+004
  4.2528143e+004  2.4458700e+004
  3.9343621e+004  2.3834600e+004
  4.0008449e+004  2.3007500e+004
  3.9205872e+004  2.3389800e+004
  4.3350555e+004  2.5488000e+004
  4.8784770e+004  2.8294800e+004
  4.9487093e+004  2.9645400e+004
  5.1750906e+004  3.0010800e+004
  5.1163343e+004  3.0351900e+004
  5.2663191e+004  3.0182600e+004
  4.8942718e+004  2.9372300e+004
  4.8682809e+004  2.8989000e+004
  4.9644331e+004  2.9188600e+004
  5.3475581e+004  3.2119800e+004
  6.1079353e+004  3.4687300e+004
  6.0763513e+004  3.6004400e+004
  6.0813665e+004  3.6473500e+004
  6.0567213e+004  3.5150900e+004
  5.8851305e+004  3.4863900e+004
  5.3879033e+004  3.1120600e+004
  4.7829057e+004  2.8215400e+004
  4.3866024e+004  2.6369700e+004
  4.3386290e+004  2.5672500e+004
  4.3189339e+004  2.5277500e+004
  4.4308574e+004  2.5558200e+004
  4.7184143e+004  2.8413800e+004
  5.4870950e+004  3.1761900e+004
  6.4098761e+004  3.7947600e+004
  6.6925841e+004  3.9431300e+004
  6.9982438e+004  4.0701400e+004
  6.8809748e+004  4.1110900e+004
  7.0287957e+004  4.0862500e+004
  6.7255893e+004  3.9905000e+004
  6.6232525e+004  3.8043600e+004
  6.3622163e+004  3.8001600e+004
  6.4350184e+004  3.8294600e+004
  6.6334077e+004  3.9058200e+004
  6.9399183e+004  4.1354500e+004
  7.4747204e+004  4.2703200e+004
  7.0919179e+004  4.2003400e+004
  6.8543350e+004  4.1075700e+004
  6.5953533e+004  3.8342200e+004
  6.2871049e+004  3.7241600e+004
  5.7882459e+004  3.3457700e+004
  5.1497799e+004  3.0371300e+004
  4.7800339e+004  2.8711300e+004
  4.7382822e+004  2.7935200e+004
  4.6973689e+004  2.7476800e+004
  4.6871855e+004  2.7148000e+004
  4.8924455e+004  2.9425000e+004
  5.6891788e+004  3.2927100e+004
  6.3649908e+004  3.7665500e+004
  6.6621673e+004  3.9281000e+004
  7.0324204e+004  4.0912000e+004
  6.8880598e+004  4.1167000e+004
  7.0628016e+004  4.1028800e+004
  6.7514358e+004  4.0099300e+004
  6.6571319e+004  3.8168800e+004
  6.3745797e+004  3.8099100e+004
  6.4203162e+004  3.8263400e+004
  6.6120103e+004  3.8941400e+004
  6.9093529e+004  4.1072000e+004
  7.4729235e+004  4.2734500e+004
  7.1106883e+004  4.2097700e+004
  6.8559968e+004  4.1138900e+004
  6.6301108e+004  3.8517000e+004
  6.3336882e+004  3.7509600e+004
  5.7099507e+004  3.3055000e+004
  5.1403865e+004  3.0299000e+004
  4.7157815e+004  2.8304700e+004
  4.6642305e+004  2.7534300e+004
  4.6175990e+004  2.6924800e+004
  4.6546762e+004  2.7022700e+004
  4.8782846e+004  2.9330500e+004
  5.6558201e+004  3.2682200e+004
  6.3298021e+004  3.7427900e+004
  6.5884674e+004  3.8948000e+004
  6.9660815e+004  4.0477000e+004
  6.9231249e+004  4.1404600e+004
  7.0921422e+004  4.1220000e+004
  6.7734221e+004  4.0280300e+004
  6.7051970e+004  3.8417500e+004
  6.4330049e+004  3.8385300e+004
