X1	X2	Y
  1.7455198e+000  8.0585295e+000  0.0000000e+000
  1.5386612e+000  8.6230795e+000  0.0000000e+000
  1.7622900e+000  8.1127883e+000  0.0000000e+000
  1.6063478e+000  8.4706217e+000  0.0000000e+000
  1.8010048e+000  8.5438511e+000  0.0000000e+000
  1.1656972e+000  8.5098724e+000  0.0000000e+000
  1.0055006e+000  8.1861225e+000  0.0000000e+000
  1.4355821e+000  8.3448244e+000  0.0000000e+000
  1.4488539e+000  8.0120566e+000  0.0000000e+000
  1.5754260e+000  8.1915200e+000  0.0000000e+000
  1.6552559e+000  8.2098841e+000  0.0000000e+000
  1.7101811e+000  8.4187711e+000  0.0000000e+000
  1.9889767e+000  8.2279364e+000  0.0000000e+000
  1.5210511e+000  8.2793976e+000  0.0000000e+000
  1.0154411e+000  8.2702281e+000  0.0000000e+000
  1.9429151e+000  8.0408153e+000  0.0000000e+000
  1.7226269e+000  8.0365561e+000  0.0000000e+000
  2.0222691e+000  8.4470821e+000  0.0000000e+000
  1.6992770e+000  8.0688519e+000  0.0000000e+000
  1.4185106e+000  7.9726145e+000  0.0000000e+000
  1.6222973e+000  8.3306861e+000  0.0000000e+000
  1.2818413e+000  8.1304707e+000  0.0000000e+000
  1.6053596e+000  8.1987407e+000  0.0000000e+000
  1.5259495e+000  8.1749060e+000  0.0000000e+000
  1.7110358e+000  8.1726728e+000  0.0000000e+000
  1.8600281e+000  8.1258442e+000  0.0000000e+000
  1.5104324e+000  8.3289981e+000  0.0000000e+000
  2.1409642e+000  8.3520832e+000  0.0000000e+000
  1.6777793e+000  7.6471973e+000  0.0000000e+000
  1.0098020e+000  7.8764970e+000  0.0000000e+000
  1.7756999e+000  8.3691326e+000  0.0000000e+000
  2.0180455e+000  8.4303421e+000  0.0000000e+000
  1.9350737e+000  8.4121022e+000  0.0000000e+000
  1.9664477e+000  8.5376673e+000  0.0000000e+000
  1.5703585e+000  8.5434835e+000  0.0000000e+000
  1.8245306e+000  8.0210497e+000  0.0000000e+000
  1.5496285e+000  8.3186859e+000  0.0000000e+000
  1.6202955e+000  8.3514684e+000  0.0000000e+000
  1.3414789e+000  7.8619331e+000  0.0000000e+000
  1.9420247e+000  8.4548944e+000  0.0000000e+000
  2.2248592e+000  8.3300534e+000  0.0000000e+000
  1.3131873e+000  8.3566768e+000  0.0000000e+000
  1.5324315e+000  8.2922907e+000  0.0000000e+000
  1.5223834e+000  8.2768218e+000  0.0000000e+000
  1.2466420e+000  8.3777036e+000  0.0000000e+000
  1.5575404e+000  8.2902173e+000  0.0000000e+000
  1.6377333e+000  8.1209142e+000  0.0000000e+000
  1.3682357e+000  8.1675938e+000  0.0000000e+000
  1.7011063e+000  8.1894234e+000  0.0000000e+000
  1.7460253e+000  8.4906905e+000  0.0000000e+000
  2.0555061e+000  8.3200457e+000  0.0000000e+000
  1.5773605e+000  8.1781530e+000  0.0000000e+000
  1.7866305e+000  8.6382480e+000  0.0000000e+000
  1.4315738e+000  7.6825944e+000  0.0000000e+000
  1.5834461e+000  8.0765415e+000  0.0000000e+000
  1.6625914e+000  7.8514957e+000  0.0000000e+000
  1.5290004e+000  8.5188629e+000  0.0000000e+000
  1.3247518e+000  8.1134891e+000  0.0000000e+000
  1.6898181e+000  8.5308991e+000  0.0000000e+000
  1.7319347e+000  8.1265644e+000  0.0000000e+000
  1.4364593e+000  8.3792179e+000  0.0000000e+000
  1.5648887e+000  8.1177001e+000  0.0000000e+000
  1.4812948e+000  8.3920309e+000  0.0000000e+000
  1.5996014e+000  8.4596800e+000  0.0000000e+000
  1.7346270e+000  8.3525279e+000  0.0000000e+000
  1.6602110e+000  7.4278231e+000  0.0000000e+000
  1.8339315e+000  7.4096980e+000  0.0000000e+000
  1.6239955e+000  7.4641236e+000  0.0000000e+000
  1.9417650e+000  7.0572344e+000  0.0000000e+000
  1.6295987e+000  7.2666482e+000  0.0000000e+000
  1.3191339e+000  7.3939362e+000  0.0000000e+000
  1.7803003e+000  7.4529686e+000  0.0000000e+000
  1.4927465e+000  6.8489370e+000  0.0000000e+000
  1.5436507e+000  7.1813201e+000  0.0000000e+000
  1.4825749e+000  7.4411303e+000  0.0000000e+000
  1.6889590e+000  7.0895142e+000  0.0000000e+000
  2.1127296e+000  7.5994676e+000  0.0000000e+000
  1.7449097e+000  7.1384057e+000  0.0000000e+000
  1.2572242e+000  7.1660222e+000  0.0000000e+000
  2.0526518e+000  7.3373973e+000  0.0000000e+000
  2.1183823e+000  7.4050810e+000  0.0000000e+000
  1.5318095e+000  7.4285916e+000  0.0000000e+000
  1.5093407e+000  7.1391219e+000  0.0000000e+000
  1.7558654e+000  7.0623787e+000  0.0000000e+000
  1.7230959e+000  7.0863867e+000  0.0000000e+000
  2.2128347e+000  7.6908153e+000  0.0000000e+000
  1.5029771e+000  7.2147309e+000  0.0000000e+000
  1.7555690e+000  6.9796185e+000  0.0000000e+000
  1.8105762e+000  7.4486904e+000  0.0000000e+000
  1.3351184e+000  7.2826603e+000  0.0000000e+000
  1.6754762e+000  7.4455710e+000  0.0000000e+000
  1.8095427e+000  7.2995037e+000  0.0000000e+000
  1.6781486e+000  7.1187350e+000  0.0000000e+000
  1.2811999e+000  7.2039135e+000  0.0000000e+000
  1.4710083e+000  7.5257640e+000  0.0000000e+000
  1.7608793e+000  7.0686400e+000  0.0000000e+000
  1.6580438e+000  7.6621160e+000  0.0000000e+000
  1.4305632e+000  7.2252081e+000  0.0000000e+000
  1.6493613e+000  7.6731455e+000  0.0000000e+000
  1.7950619e+000  7.3920129e+000  0.0000000e+000
  1.6780235e+000  7.5631152e+000  0.0000000e+000
  1.2244097e+000  7.9204539e+000  0.0000000e+000
  1.6810050e+000  7.2523910e+000  0.0000000e+000
  1.6746631e+000  7.3278068e+000  0.0000000e+000
  1.5553291e+000  7.2829135e+000  0.0000000e+000
  1.2842602e+000  7.4597089e+000  0.0000000e+000
  2.1662248e+000  7.5910783e+000  0.0000000e+000
  1.5952201e+000  7.8080276e+000  0.0000000e+000
  2.1218400e+000  7.4068488e+000  0.0000000e+000
  1.7689227e+000  7.6423408e+000  0.0000000e+000
  1.7934618e+000  6.9321592e+000  0.0000000e+000
  1.5742365e+000  7.2882824e+000  0.0000000e+000
  1.7083500e+000  7.1711868e+000  0.0000000e+000
  1.7449645e+000  7.2296122e+000  0.0000000e+000
  1.9352804e+000  7.7363255e+000  0.0000000e+000
  1.6706527e+000  7.3389192e+000  0.0000000e+000
  1.6185332e+000  7.3129858e+000  0.0000000e+000
  1.3642203e+000  7.5822062e+000  0.0000000e+000
  1.7269589e+000  7.1658164e+000  0.0000000e+000
  1.5188797e+000  7.1710379e+000  0.0000000e+000
  1.8555882e+000  7.1346086e+000  0.0000000e+000
  1.6415526e+000  7.4830862e+000  0.0000000e+000
  1.6703629e+000  7.0066860e+000  0.0000000e+000
  1.4516450e+000  7.2884882e+000  0.0000000e+000
  1.4025842e+000  7.4154158e+000  0.0000000e+000
  1.1187069e+000  8.0465712e+000  0.0000000e+000
  1.7489885e+000  7.7522669e+000  0.0000000e+000
  1.6617241e+000  7.3772428e+000  0.0000000e+000
  1.3650543e+000  7.5232598e+000  0.0000000e+000
  1.9019874e+000  7.0818589e+000  0.0000000e+000
  1.4595078e+000  7.0963983e+000  0.0000000e+000
  2.0712152e+000  7.8833286e+000  0.0000000e+000
  1.7340971e+000  7.3791700e+000  0.0000000e+000
  1.4688715e+000  7.1402709e+000  0.0000000e+000
  1.9191578e+000  7.5089542e+000  0.0000000e+000
  1.2288186e+000  7.7164579e+000  0.0000000e+000
  1.1938817e+000  7.8803334e+000  0.0000000e+000
  1.5191688e+000  7.8728760e+000  0.0000000e+000
  1.6334737e+000  6.9953299e+000  0.0000000e+000
  1.7345952e+000  7.2889721e+000  0.0000000e+000
  2.2092468e+000  7.3296226e+000  0.0000000e+000
  1.7766538e+000  7.3793131e+000  0.0000000e+000
  1.4206524e+000  7.4306275e+000  0.0000000e+000
  1.7772701e+000  7.7988209e+000  0.0000000e+000
  1.9676069e+000  7.1955031e+000  0.0000000e+000
  1.9556387e+000  7.0437733e+000  0.0000000e+000
  1.9633596e+000  7.1760657e+000  0.0000000e+000
  1.2267314e+000  6.9883727e+000  0.0000000e+000
  1.5551696e+000  7.0170342e+000  0.0000000e+000
  1.9587782e+000  7.7840269e+000  0.0000000e+000
  1.6010572e+000  7.6408049e+000  0.0000000e+000
  1.7600775e+000  6.7483606e+000  0.0000000e+000
  1.6544816e+000  7.2651987e+000  0.0000000e+000
  1.7897029e+000  7.1824424e+000  0.0000000e+000
  1.7555707e+000  7.4420993e+000  0.0000000e+000
  2.1714941e+000  7.3156183e+000  0.0000000e+000
  1.3508201e+000  7.3602911e+000  0.0000000e+000
  1.5068452e+000  7.1388687e+000  0.0000000e+000
  1.6789419e+000  7.2320546e+000  0.0000000e+000
  1.0058208e+000  7.0616268e+000  0.0000000e+000
  1.5594542e+000  7.0875357e+000  0.0000000e+000
  1.7426854e+000  6.9128908e+000  0.0000000e+000
  1.6373900e+000  7.5127993e+000  0.0000000e+000
  1.4984525e+000  7.2942238e+000  0.0000000e+000
  1.7913024e+000  7.3240887e+000  0.0000000e+000
  2.4478569e+000  6.3964487e+000  0.0000000e+000
  1.9423197e+000  6.7574688e+000  0.0000000e+000
  1.7500787e+000  6.3963777e+000  0.0000000e+000
  2.0527911e+000  6.4936104e+000  0.0000000e+000
  1.7439905e+000  6.3802992e+000  0.0000000e+000
  2.1744754e+000  6.7322694e+000  0.0000000e+000
  1.9916192e+000  6.8789296e+000  0.0000000e+000
  1.8068927e+000  6.5752021e+000  0.0000000e+000
  1.5031536e+000  6.9382062e+000  0.0000000e+000
  1.9676105e+000  6.5331654e+000  0.0000000e+000
  1.8884159e+000  6.2965877e+000  0.0000000e+000
  1.7110716e+000  6.8813045e+000  0.0000000e+000
  1.7620154e+000  6.1740477e+000  0.0000000e+000
  1.8331107e+000  6.6791469e+000  0.0000000e+000
  1.8849522e+000  6.3411901e+000  0.0000000e+000
  2.0603209e+000  7.0957264e+000  0.0000000e+000
  1.5459393e+000  6.8456114e+000  0.0000000e+000
  1.6696455e+000  6.5858995e+000  0.0000000e+000
  1.9223315e+000  6.7128323e+000  0.0000000e+000
  2.0664289e+000  6.5114740e+000  0.0000000e+000
  2.2359608e+000  6.5675902e+000  0.0000000e+000
  2.3125088e+000  6.4427873e+000  0.0000000e+000
  2.4888638e+000  6.6212569e+000  0.0000000e+000
  1.7693967e+000  6.5618903e+000  0.0000000e+000
  2.2896284e+000  6.1132538e+000  0.0000000e+000
  1.9294224e+000  6.5401386e+000  0.0000000e+000
  2.1758266e+000  7.0796197e+000  0.0000000e+000
  1.4818731e+000  6.9011968e+000  0.0000000e+000
  1.9103372e+000  6.6544229e+000  0.0000000e+000
  1.5426831e+000  6.6599335e+000  0.0000000e+000
  1.8593810e+000  6.8520929e+000  0.0000000e+000
  1.8802448e+000  6.6906534e+000  0.0000000e+000
  1.8243749e+000  6.4441144e+000  0.0000000e+000
  1.9419931e+000  6.9502269e+000  0.0000000e+000
  1.6327739e+000  6.5792828e+000  0.0000000e+000
  1.8795346e+000  6.8889057e+000  0.0000000e+000
  1.6600948e+000  6.7614992e+000  0.0000000e+000
  1.8438650e+000  6.8920176e+000  0.0000000e+000
  2.0565129e+000  6.4258927e+000  0.0000000e+000
  2.2828657e+000  7.0428923e+000  0.0000000e+000
  2.0265989e+000  6.9061152e+000  0.0000000e+000
  1.7104575e+000  7.0449312e+000  0.0000000e+000
  2.1038537e+000  6.4660341e+000  0.0000000e+000
  1.4694873e+000  6.3817639e+000  0.0000000e+000
  2.2750162e+000  6.8796680e+000  0.0000000e+000
  1.8505769e+000  7.0572624e+000  0.0000000e+000
  1.9228421e+000  6.2422435e+000  0.0000000e+000
  2.0359347e+000  6.7422805e+000  0.0000000e+000
  1.7056136e+000  6.2129010e+000  0.0000000e+000
  2.0206758e+000  6.7398538e+000  0.0000000e+000
  1.9850895e+000  6.3025156e+000  0.0000000e+000
  1.7806061e+000  6.5423695e+000  0.0000000e+000
  1.6931784e+000  6.6734301e+000  0.0000000e+000
  1.2859414e+000  6.3854217e+000  0.0000000e+000
  1.4132505e+000  6.1718411e+000  0.0000000e+000
  1.6303636e+000  6.5253327e+000  0.0000000e+000
  1.7230643e+000  6.2905765e+000  0.0000000e+000
  2.1035630e+000  6.7955852e+000  0.0000000e+000
  1.9262606e+000  6.0012029e+000  0.0000000e+000
  1.8137481e+000  6.6977808e+000  0.0000000e+000
  1.5030110e+000  6.7223326e+000  0.0000000e+000
  1.8042767e+000  6.5607066e+000  0.0000000e+000
  1.6428307e+000  6.3286251e+000  0.0000000e+000
  2.2968593e+000  6.4774084e+000  0.0000000e+000
  1.8350719e+000  6.7191294e+000  0.0000000e+000
  1.8690251e+000  6.4233861e+000  0.0000000e+000
  1.6904807e+000  6.5919519e+000  0.0000000e+000
  1.9632070e+000  6.2855536e+000  0.0000000e+000
  1.9076609e+000  6.2906467e+000  0.0000000e+000
  2.1764915e+000  6.3883809e+000  0.0000000e+000
  1.5442102e+000  6.6450572e+000  0.0000000e+000
  1.7203773e+000  6.4606924e+000  0.0000000e+000
  1.7721509e+000  6.4893827e+000  0.0000000e+000
  1.5392414e+000  6.3608388e+000  0.0000000e+000
  1.9196785e+000  6.5263486e+000  0.0000000e+000
  1.8385466e+000  6.6201183e+000  0.0000000e+000
  1.8675240e+000  6.6548103e+000  0.0000000e+000
  1.9367043e+000  6.8772607e+000  0.0000000e+000
  1.7991054e+000  6.8258789e+000  0.0000000e+000
  1.6449791e+000  6.2908793e+000  0.0000000e+000
  1.5547247e+000  6.7314276e+000  0.0000000e+000
  1.8069763e+000  6.6432550e+000  0.0000000e+000
  2.0610208e+000  6.3455607e+000  0.0000000e+000
  1.9815070e+000  6.4975191e+000  0.0000000e+000
  1.6896669e+000  6.7721939e+000  0.0000000e+000
  1.9183789e+000  6.4971149e+000  0.0000000e+000
  1.6948751e+000  6.7508232e+000  0.0000000e+000
  1.8018709e+000  7.0049346e+000  0.0000000e+000
  1.5961599e+000  6.5926601e+000  0.0000000e+000
  2.1610153e+000  6.6895965e+000  0.0000000e+000
  1.8263644e+000  6.7095851e+000  0.0000000e+000
  1.8937680e+000  5.9254405e+000  0.0000000e+000
  1.8463320e+000  6.4533636e+000  0.0000000e+000
  1.7183753e+000  6.8307098e+000  0.0000000e+000
  2.2497980e+000  6.5314844e+000  0.0000000e+000
  1.9643106e+000  6.6215196e+000  0.0000000e+000
  1.8700159e+000  6.3752504e+000  0.0000000e+000
  2.0770140e+000  6.5152900e+000  0.0000000e+000
  2.0512803e+000  6.9697666e+000  0.0000000e+000
  1.9726567e+000  6.1914567e+000  0.0000000e+000
  2.2889132e+000  5.8594226e+000  0.0000000e+000
  2.6180056e+000  5.7850474e+000  0.0000000e+000
  2.4827110e+000  6.0030146e+000  0.0000000e+000
  2.3734440e+000  6.1598802e+000  0.0000000e+000
  2.7189556e+000  6.0600608e+000  0.0000000e+000
  2.3622437e+000  5.9556256e+000  0.0000000e+000
  2.4957552e+000  5.9519995e+000  0.0000000e+000
  2.4908702e+000  5.5138340e+000  0.0000000e+000
  2.5390048e+000  5.9977658e+000  0.0000000e+000
  2.2391165e+000  5.7798461e+000  0.0000000e+000
  2.3536002e+000  5.9665748e+000  0.0000000e+000
  2.0270587e+000  5.6558643e+000  0.0000000e+000
  2.8360052e+000  5.7375408e+000  0.0000000e+000
  2.4046042e+000  5.8710248e+000  0.0000000e+000
  2.6035292e+000  5.8813671e+000  0.0000000e+000
  2.4983480e+000  5.4650346e+000  0.0000000e+000
  2.3898059e+000  5.4950910e+000  0.0000000e+000
  2.1829748e+000  5.5641486e+000  0.0000000e+000
  2.2136146e+000  5.6086292e+000  0.0000000e+000
  2.4508222e+000  5.8627408e+000  0.0000000e+000
  2.3067489e+000  5.7704439e+000  0.0000000e+000
  2.1799039e+000  5.7252597e+000  0.0000000e+000
  2.7217056e+000  5.8938622e+000  0.0000000e+000
  2.3291896e+000  5.9308326e+000  0.0000000e+000
  2.6584417e+000  5.9893248e+000  0.0000000e+000
  2.4003668e+000  5.8941054e+000  0.0000000e+000
  2.3157428e+000  6.0653328e+000  0.0000000e+000
  2.3910175e+000  6.2286896e+000  0.0000000e+000
  2.2524804e+000  5.6445788e+000  0.0000000e+000
  2.4967848e+000  5.5317865e+000  0.0000000e+000
  2.3001643e+000  5.5968155e+000  0.0000000e+000
  2.4338645e+000  6.4051277e+000  0.0000000e+000
  2.5038809e+000  5.7353032e+000  0.0000000e+000
  2.4956547e+000  5.8557602e+000  0.0000000e+000
  2.1786040e+000  5.9360709e+000  0.0000000e+000
  2.5033071e+000  5.7102066e+000  0.0000000e+000
  2.1647425e+000  6.1942158e+000  0.0000000e+000
  2.4367987e+000  6.0095941e+000  0.0000000e+000
  2.5149377e+000  6.2673959e+000  0.0000000e+000
  2.5493664e+000  5.7735230e+000  0.0000000e+000
  2.1709230e+000  5.9438201e+000  0.0000000e+000
  2.6076770e+000  6.5765461e+000  0.0000000e+000
  2.3432331e+000  5.7605923e+000  0.0000000e+000
  2.2777291e+000  6.4693419e+000  0.0000000e+000
  2.3258988e+000  5.6995291e+000  0.0000000e+000
  2.7698867e+000  5.8631273e+000  0.0000000e+000
  2.3953432e+000  6.2204513e+000  0.0000000e+000
  2.6577539e+000  5.8727801e+000  0.0000000e+000
  2.4602152e+000  5.4125305e+000  0.0000000e+000
  2.3376201e+000  5.6440829e+000  0.0000000e+000
  2.1953120e+000  5.9578528e+000  0.0000000e+000
  2.5544181e+000  5.6882570e+000  0.0000000e+000
  2.4951958e+000  6.4780320e+000  0.0000000e+000
  2.4508162e+000  6.0689493e+000  0.0000000e+000
  2.1103897e+000  6.0487521e+000  0.0000000e+000
  1.8605390e+000  6.0211504e+000  0.0000000e+000
  2.3109188e+000  5.9291915e+000  0.0000000e+000
  1.8622553e+000  6.0515418e+000  0.0000000e+000
  2.1837604e+000  5.9833008e+000  0.0000000e+000
  2.5166362e+000  5.6554743e+000  0.0000000e+000
  2.7466017e+000  5.8692238e+000  0.0000000e+000
  2.1905181e+000  6.1153793e+000  0.0000000e+000
  2.6904183e+000  5.7041826e+000  0.0000000e+000
  2.4922857e+000  5.8601770e+000  0.0000000e+000
  2.6710221e+000  6.0370278e+000  0.0000000e+000
  2.3458603e+000  5.8940949e+000  0.0000000e+000
  2.6058158e+000  5.8451740e+000  0.0000000e+000
  2.6691574e+000  5.8090661e+000  0.0000000e+000
  2.6356225e+000  6.0686228e+000  0.0000000e+000
  2.8108845e+000  5.6600839e+000  0.0000000e+000
  2.1018911e+000  6.0495863e+000  0.0000000e+000
  2.4281715e+000  6.0679765e+000  0.0000000e+000
  2.6834104e+000  6.2229726e+000  0.0000000e+000
  2.1280587e+000  5.6867822e+000  0.0000000e+000
  2.7879089e+000  5.9929004e+000  0.0000000e+000
  2.3724040e+000  6.0341635e+000  0.0000000e+000
  2.8432309e+000  6.0516643e+000  0.0000000e+000
  2.5512563e+000  5.8727564e+000  0.0000000e+000
  2.5152880e+000  5.8112172e+000  0.0000000e+000
  2.3437167e+000  6.0237005e+000  0.0000000e+000
  2.3933260e+000  5.5568562e+000  0.0000000e+000
  2.4469223e+000  5.9187945e+000  0.0000000e+000
  2.2887304e+000  6.1066673e+000  0.0000000e+000
  2.2722603e+000  6.0464432e+000  0.0000000e+000
  2.2459637e+000  6.0946170e+000  0.0000000e+000
  2.5236643e+000  5.9361103e+000  0.0000000e+000
  2.8173030e+000  6.0134111e+000  0.0000000e+000
  2.5639407e+000  5.9962041e+000  0.0000000e+000
  2.3821280e+000  5.8570391e+000  0.0000000e+000
  2.2976065e+000  6.1154321e+000  0.0000000e+000
  2.5374830e+000  6.0262992e+000  0.0000000e+000
  2.6683977e+000  5.8812881e+000  0.0000000e+000
  2.5972869e+000  5.5940978e+000  0.0000000e+000
  2.0249859e+000  5.8757067e+000  0.0000000e+000
  1.8638167e+000  6.0661175e+000  0.0000000e+000
  2.8906509e+000  6.0531092e+000  0.0000000e+000
  2.4099964e+000  6.1724793e+000  0.0000000e+000
  2.8616057e+000  6.1623003e+000  0.0000000e+000
  2.0785476e+000  5.4140971e+000  0.0000000e+000
  2.6039413e+000  5.7254703e+000  0.0000000e+000
  3.2881227e+000  6.2359931e+000  0.0000000e+000
  3.2717768e+000  5.9360790e+000  0.0000000e+000
  2.8604086e+000  6.0501050e+000  0.0000000e+000
  3.0932622e+000  5.5337410e+000  0.0000000e+000
  3.7658659e+000  6.0175863e+000  0.0000000e+000
  3.2259529e+000  6.1820658e+000  0.0000000e+000
  3.1518609e+000  6.0149807e+000  0.0000000e+000
  3.2334838e+000  5.7516462e+000  0.0000000e+000
  3.2464516e+000  5.8381448e+000  0.0000000e+000
  2.5978691e+000  6.0942971e+000  0.0000000e+000
  3.3558750e+000  5.9667422e+000  0.0000000e+000
  2.6826437e+000  6.2232262e+000  0.0000000e+000
  3.0073996e+000  6.3251451e+000  0.0000000e+000
  2.9459596e+000  6.0479317e+000  0.0000000e+000
  2.8297031e+000  5.7351171e+000  0.0000000e+000
  2.9508322e+000  5.7740227e+000  0.0000000e+000
  3.0781472e+000  6.1561674e+000  0.0000000e+000
  3.3128774e+000  5.8349737e+000  0.0000000e+000
  3.0500312e+000  5.6598880e+000  0.0000000e+000
  3.0160167e+000  5.8820388e+000  0.0000000e+000
  3.3699950e+000  5.4942828e+000  0.0000000e+000
  3.0495126e+000  6.0692694e+000  0.0000000e+000
  3.2803506e+000  6.1636661e+000  0.0000000e+000
  2.8762280e+000  6.3904345e+000  0.0000000e+000
  3.1142090e+000  6.0883474e+000  0.0000000e+000
  3.3513889e+000  5.7559055e+000  0.0000000e+000
  2.8010805e+000  5.9548190e+000  0.0000000e+000
  3.1383941e+000  5.9635256e+000  0.0000000e+000
  3.2492895e+000  5.7473168e+000  0.0000000e+000
  3.3343036e+000  5.6698746e+000  0.0000000e+000
  2.9294842e+000  6.0260159e+000  0.0000000e+000
  3.0088079e+000  5.8729406e+000  0.0000000e+000
  3.0478889e+000  6.1023243e+000  0.0000000e+000
  3.3428153e+000  6.0271516e+000  0.0000000e+000
  2.9036896e+000  6.3643775e+000  0.0000000e+000
  2.8962608e+000  5.9511946e+000  0.0000000e+000
  3.2797664e+000  5.9472574e+000  0.0000000e+000
  3.0306398e+000  6.1349991e+000  0.0000000e+000
  2.8496889e+000  5.5395811e+000  0.0000000e+000
  3.1546960e+000  5.6794144e+000  0.0000000e+000
  3.0330246e+000  6.0402709e+000  0.0000000e+000
  3.3215939e+000  6.2372568e+000  0.0000000e+000
  3.3855859e+000  5.7663930e+000  0.0000000e+000
  2.8043553e+000  5.6930602e+000  0.0000000e+000
  2.8161943e+000  5.8905586e+000  0.0000000e+000
  3.3385098e+000  6.1604886e+000  0.0000000e+000
  2.9497306e+000  6.2026683e+000  0.0000000e+000
  2.7400494e+000  6.1127773e+000  0.0000000e+000
  2.9786229e+000  5.9034394e+000  0.0000000e+000
  3.5943819e+000  6.3104798e+000  0.0000000e+000
  3.0618719e+000  5.9796377e+000  0.0000000e+000
  3.3221225e+000  6.0799837e+000  0.0000000e+000
  2.9524451e+000  6.1171045e+000  0.0000000e+000
  2.8398710e+000  5.8116900e+000  0.0000000e+000
  2.8007805e+000  6.3011595e+000  0.0000000e+000
  3.1687002e+000  5.8284883e+000  0.0000000e+000
  3.4954502e+000  5.9256569e+000  0.0000000e+000
  3.6638565e+000  5.7189772e+000  0.0000000e+000
  3.2998395e+000  6.0916366e+000  0.0000000e+000
  3.1004106e+000  5.6180411e+000  0.0000000e+000
  3.1517611e+000  5.6864468e+000  0.0000000e+000
  2.7367196e+000  5.7279261e+000  0.0000000e+000
  3.4250620e+000  6.0144085e+000  0.0000000e+000
  3.0113264e+000  5.5572474e+000  0.0000000e+000
  3.3788347e+000  5.8517304e+000  0.0000000e+000
  3.5352601e+000  5.5294752e+000  0.0000000e+000
  2.6497412e+000  5.8612114e+000  0.0000000e+000
  3.1947981e+000  6.0375864e+000  0.0000000e+000
  3.3363850e+000  6.3091472e+000  0.0000000e+000
  3.0864114e+000  6.0492619e+000  0.0000000e+000
  3.3177392e+000  5.6630742e+000  0.0000000e+000
  2.9610109e+000  5.9665991e+000  0.0000000e+000
  3.1944558e+000  5.9180673e+000  0.0000000e+000
  3.3634206e+000  5.9755350e+000  0.0000000e+000
  2.8509614e+000  5.8801610e+000  0.0000000e+000
  2.7423488e+000  5.9136659e+000  0.0000000e+000
  2.8798448e+000  5.9660733e+000  0.0000000e+000
  2.5009973e+000  5.8047906e+000  0.0000000e+000
  3.3004139e+000  6.2992174e+000  0.0000000e+000
  2.9814215e+000  5.9901737e+000  0.0000000e+000
  3.2237627e+000  5.9904897e+000  0.0000000e+000
  3.2207143e+000  5.7290675e+000  0.0000000e+000
  3.1727938e+000  5.8663434e+000  0.0000000e+000
  2.9507244e+000  6.1038768e+000  0.0000000e+000
  3.4391431e+000  5.7834109e+000  0.0000000e+000
  2.7049428e+000  6.5495149e+000  0.0000000e+000
  3.1972858e+000  5.4726948e+000  0.0000000e+000
  3.0332744e+000  6.0535800e+000  0.0000000e+000
  3.1987488e+000  5.8191692e+000  0.0000000e+000
  3.1840642e+000  6.0403524e+000  0.0000000e+000
  3.2944031e+000  6.0931758e+000  0.0000000e+000
  3.2918419e+000  5.7518598e+000  0.0000000e+000
  2.8814737e+000  5.6761196e+000  0.0000000e+000
  3.0456944e+000  6.2314239e+000  0.0000000e+000
  2.7225238e+000  6.0941075e+000  0.0000000e+000
  2.9172496e+000  6.0492150e+000  0.0000000e+000
  2.5344560e+000  5.8983342e+000  0.0000000e+000
  3.2651507e+000  6.3928291e+000  0.0000000e+000
  2.8263746e+000  5.7437397e+000  0.0000000e+000
